,CustomerID,Recency,Frequency,Monetary,cluster,R_Quartile,F_Quartile,M_Quartile,RFMScore
71,12432.0,42,108,5059.3200000000015,0,2,1,1,211
72,12433.0,0,420,13375.869999999992,0,1,1,1,111
73,12434.0,84,54,765.1899999999999,0,3,2,2,322
74,12435.0,79,36,7829.889999999998,0,3,3,1,331
75,12436.0,99,16,509.01000000000005,0,3,4,3,343
76,12437.0,1,201,4896.659999999998,0,1,1,1,111
77,12438.0,14,98,2906.8500000000004,0,1,2,1,121
78,12441.0,366,11,173.55,0,4,4,4,444
79,12442.0,3,12,172.06,0,1,4,4,144
80,12444.0,21,177,5005.46,0,2,1,1,211
81,12445.0,22,4,133.4,0,2,4,4,244
82,12446.0,57,58,1002.3099999999998,0,3,2,2,322
83,12447.0,243,26,476.49,0,4,3,3,433
84,12448.0,44,22,449.4500000000001,0,2,3,3,233
85,12449.0,22,191,4067.2900000000013,0,2,1,1,211
86,12450.0,156,8,197.88,0,4,4,4,444
87,12451.0,10,355,8933.519999999999,0,1,1,1,111
88,12452.0,16,23,428.57000000000005,0,1,3,3,133
89,12453.0,134,43,707.0899999999999,0,3,2,2,322
90,12454.0,53,30,-5.684341886080802e-14,0,3,3,4,334
91,12455.0,73,90,2466.859999999997,0,3,2,1,321
92,12456.0,44,129,3153.889999999998,0,2,1,1,211
93,12457.0,58,68,1917.78,0,3,2,1,321
94,12458.0,71,38,947.4000000000001,0,3,3,2,332
95,12461.0,94,35,826.8800000000001,0,3,3,2,332
96,12462.0,2,72,1124.0099999999998,0,1,2,2,122
97,12463.0,46,88,1303.6299999999997,0,2,2,2,222
98,12464.0,10,29,1212.0499999999997,0,1,3,2,132
99,12465.0,7,51,733.8900000000001,0,1,2,2,122
100,12468.0,143,40,724.04,0,3,3,2,332
101,12471.0,2,531,18740.91999999994,0,1,1,1,111
102,12472.0,30,391,6229.480000000004,0,2,1,1,211
103,12473.0,29,179,2848.2299999999996,0,2,1,1,211
104,12474.0,17,457,7116.47,0,2,1,1,211
105,12475.0,53,36,723.38,0,3,3,2,332
106,12476.0,1,264,6546.580000000007,0,1,1,1,111
107,12477.0,22,308,13117.009999999993,0,2,1,1,211
108,12478.0,3,36,680.9900000000002,0,1,3,2,132
109,12479.0,3,35,477.30000000000007,0,1,3,3,133
110,12480.0,28,154,3281.6300000000015,0,2,1,1,211
111,12481.0,22,218,5590.8600000000015,0,2,1,1,211
112,12483.0,17,81,2327.130000000001,0,2,2,1,221
113,12484.0,32,350,4495.27,0,2,1,1,211
114,12488.0,9,55,1298.6599999999999,0,1,2,2,122
115,12489.0,336,15,334.92999999999995,0,4,4,3,443
116,12490.0,5,245,5417.9299999999985,0,1,1,1,111
117,12491.0,38,26,460.4000000000001,0,2,3,3,233
118,12492.0,63,20,263.21,0,3,3,4,334
119,12493.0,165,23,416.79,0,4,3,3,433
120,12494.0,9,84,1139.3500000000008,0,1,2,2,122
121,12497.0,81,14,1043.1,0,3,4,2,342
122,12498.0,21,23,403.7,0,2,3,3,233
123,12500.0,23,65,4206.2699999999995,0,2,2,1,221
124,12501.0,315,160,2089.68,0,4,1,1,411
125,12502.0,95,147,3723.87,0,3,1,1,311
126,12503.0,337,1,-1126.0,0,4,4,4,444
127,12504.0,18,15,114.00000000000003,0,2,4,4,244
128,12505.0,301,1,-4.5,0,4,4,4,444
129,12506.0,232,23,73.50000000000003,0,4,3,4,434
130,12507.0,134,23,1258.06,0,3,3,2,332
131,12508.0,26,69,398.27000000000004,0,2,2,3,223
132,12509.0,284,7,176.5,0,4,4,4,444
133,12510.0,142,33,982.57,0,3,3,2,332
134,12512.0,66,34,138.03000000000006,0,3,3,4,334
135,12513.0,84,36,586.7900000000001,0,3,3,3,333
136,12514.0,267,51,1017.6800000000002,0,4,2,2,422
137,12515.0,353,16,383.7,0,4,4,3,443
138,12516.0,77,26,1312.06,0,3,3,2,332
139,12517.0,28,286,2464.8899999999994,0,2,1,1,211
140,12518.0,0,124,2056.8899999999994,0,1,1,1,111
141,12519.0,63,18,340.84,0,3,3,3,333
142,12520.0,79,155,2582.5099999999998,0,3,1,1,311
143,12521.0,142,38,599.6800000000001,0,3,3,3,333
144,12522.0,39,12,192.72000000000003,0,2,4,4,244
145,12523.0,1,110,1745.5700000000006,0,1,1,1,111
146,12524.0,9,144,4485.719999999999,0,1,1,1,111
147,12526.0,0,71,1316.6600000000005,0,1,2,2,122
148,12527.0,81,18,348.71000000000004,0,3,3,3,333
149,12528.0,9,95,1922.2800000000009,0,1,2,1,121
150,12530.0,59,68,1623.6299999999994,0,3,2,1,321
151,12531.0,14,17,125.22,0,1,4,4,144
152,12532.0,30,16,349.83,0,2,4,3,243
153,12534.0,130,63,1089.18,0,3,2,2,322
154,12535.0,91,34,716.3500000000001,0,3,3,2,332
155,12536.0,7,273,4106.820000000003,0,1,1,1,111
156,12538.0,29,21,363.95,0,2,3,3,233
157,12539.0,22,274,3852.4999999999986,0,2,1,1,211
158,12540.0,19,481,13309.039999999992,0,2,1,1,211
159,12541.0,29,52,981.1800000000002,0,2,2,2,222
160,12544.0,29,20,355.7,0,2,3,3,233
161,12545.0,75,50,1000.3899999999999,0,3,2,2,322
162,12546.0,46,70,1141.5,0,2,2,2,222
163,12547.0,197,8,207.8,0,4,4,4,444
164,12548.0,166,5,95.19999999999999,0,4,4,4,444
165,12550.0,79,57,964.8299999999994,0,3,2,2,322
166,12551.0,357,10,168.0,0,4,4,4,444
167,12552.0,38,20,437.81999999999994,0,2,3,3,233
168,12553.0,8,196,3652.2500000000014,0,1,1,1,111
169,12556.0,50,121,603.7099999999997,0,2,1,3,213
170,12557.0,16,33,11990.96,0,1,3,1,131
171,12558.0,1,22,2.6645352591003757e-14,0,1,3,4,134
172,12559.0,310,22,536.2099999999999,0,4,3,3,433
173,12560.0,5,111,2101.3900000000003,0,1,1,1,111
174,12561.0,302,16,238.85,0,4,4,4,444
175,12562.0,8,168,3781.7400000000025,0,1,1,1,111
176,12564.0,261,21,456.9000000000001,0,4,3,3,433
177,12565.0,281,10,131.17,0,4,4,4,444
178,12566.0,72,20,346.70000000000005,0,3,3,3,333
179,12567.0,22,463,9114.939999999993,0,2,1,1,211
180,12569.0,2,191,4064.989999999999,0,1,1,1,111
181,12571.0,39,34,519.6099999999999,0,2,3,3,233
182,12572.0,8,62,1004.7200000000003,0,1,2,2,122
183,12573.0,227,28,160.54,0,4,3,4,434
184,12574.0,315,11,218.45000000000002,0,4,4,4,444
185,12576.0,35,89,1306.9799999999998,0,2,2,2,222
186,12577.0,35,148,595.4000000000003,0,2,1,3,213
187,12578.0,21,120,2753.3599999999988,0,2,1,1,211
188,12579.0,73,31,410.71999999999997,0,3,3,3,333
189,12580.0,246,24,415.7,0,4,3,3,433
190,12581.0,39,15,197.70999999999998,0,2,4,4,244
191,12582.0,238,22,511.3599999999999,0,4,3,3,433
192,12583.0,2,251,7187.339999999993,0,1,1,1,111
193,12584.0,3,126,1893.9500000000005,0,1,1,1,111
194,12585.0,234,97,1982.809999999999,0,4,2,1,421
195,12586.0,17,12,179.94,0,2,4,4,244
196,12587.0,7,4,144.0,0,1,4,4,144
197,12588.0,39,10,214.9,0,2,4,4,244
198,12589.0,28,35,646.6800000000001,0,2,3,3,233
199,12590.0,190,70,9861.380000000003,0,4,2,1,421
200,12591.0,317,26,452.84999999999985,0,4,3,3,433
201,12592.0,92,18,437.59999999999997,0,3,3,3,333
202,12593.0,108,21,418.09999999999997,0,3,3,3,333
203,12594.0,37,119,3320.2199999999984,0,2,1,1,211
204,12596.0,51,27,618.27,0,3,3,3,333
205,12597.0,19,214,3683.1300000000015,0,2,1,1,211
206,12598.0,9,133,3002.679999999999,0,1,1,1,111
207,12599.0,29,62,1032.5800000000006,0,2,2,2,222
208,12600.0,28,65,2581.0400000000004,0,2,2,1,221
209,12601.0,189,29,569.5600000000001,0,4,3,3,433
210,12602.0,58,12,153.12000000000003,0,3,4,4,344
211,12603.0,21,3,739.1999999999999,0,2,4,2,242
212,12604.0,79,16,254.17999999999995,0,3,4,4,344
213,12605.0,365,3,-7.5,0,4,4,4,444
214,12607.0,58,202,3.339550858072471e-13,0,3,1,4,314
215,12609.0,78,60,1126.8500000000001,0,3,2,2,322
216,12610.0,22,111,2057.9900000000007,0,2,1,1,211
217,12611.0,52,65,1193.32,0,3,2,2,322
218,12612.0,57,21,643.5900000000001,0,3,3,3,333
219,12613.0,31,163,3218.979999999998,0,2,1,1,211
220,12614.0,277,20,315.59999999999997,0,4,3,3,433
221,12615.0,2,105,2291.1900000000005,0,1,1,1,111
222,12616.0,85,36,657.25,0,3,3,2,332
223,12617.0,29,42,355.5300000000002,0,2,3,3,233
224,12618.0,21,11,177.31,0,2,4,4,244
225,12619.0,16,95,3214.81,0,1,2,1,121
226,12620.0,14,92,1339.4099999999999,0,1,2,2,122
227,12621.0,1,474,13612.069999999998,0,1,1,1,111
228,12622.0,232,11,180.09999999999997,0,4,4,4,444
229,12623.0,276,18,305.1,0,4,3,3,433
230,12624.0,106,38,641.1300000000001,0,3,3,3,333
231,12625.0,211,91,2614.3199999999997,0,4,2,1,421
232,12626.0,23,307,6388.3499999999985,0,2,1,1,211
233,12627.0,10,230,4478.53,0,1,1,1,111
234,12628.0,4,43,769.6099999999998,0,1,2,2,122
235,12630.0,9,64,1270.8799999999999,0,1,2,2,122
236,12631.0,57,31,640.5000000000002,0,3,3,3,333
237,12633.0,58,103,2140.6299999999997,0,3,1,1,311
238,12635.0,89,101,1689.18,0,3,2,1,321
239,12637.0,67,394,5953.25,0,3,1,1,311
240,12638.0,33,39,671.69,0,2,3,2,232
241,12639.0,238,22,486.1,0,4,3,3,433
242,12640.0,23,53,1174.58,0,2,2,2,222
243,12641.0,115,10,185.9,0,3,4,4,344
244,12642.0,25,47,1013.26,0,2,2,2,222
245,12643.0,128,24,3344.6400000000003,0,3,3,1,331
246,12644.0,129,31,477.9100000000001,0,3,3,3,333
247,12645.0,33,74,1755.3800000000006,0,2,2,1,221
248,12646.0,4,45,1346.9700000000003,0,1,2,2,122
249,12647.0,22,128,3669.9200000000005,0,2,1,1,211
250,12648.0,154,21,318.05,0,4,3,3,433
251,12649.0,107,33,603.7099999999999,0,3,3,3,333
252,12650.0,3,20,314.44,0,1,3,3,133
253,12651.0,334,9,114.00000000000003,0,4,4,4,444
254,12652.0,322,51,914.5299999999997,0,4,2,2,422
255,12653.0,148,43,2209.8500000000004,0,4,2,1,421
256,12654.0,10,38,601.98,0,1,3,3,133
257,12656.0,17,130,3982.720000000002,0,2,1,1,211
258,12657.0,11,56,1152.06,0,1,2,2,122
259,12658.0,18,36,686.0500000000001,0,2,3,2,232
260,12659.0,29,5,91.68,0,2,4,4,244
261,12660.0,11,13,245.10000000000002,0,1,4,4,144
262,12662.0,0,232,3817.079999999998,0,1,1,1,111
263,12664.0,8,38,4863.879999999999,0,1,3,1,131
264,12665.0,324,4,61.75,0,4,4,4,444
265,12666.0,359,2,-227.44,0,4,4,4,444
266,12667.0,58,33,620.13,0,3,3,3,333
267,12668.0,7,168,3743.180000000002,0,1,1,1,111
268,12669.0,150,102,1607.7300000000002,0,4,2,2,422
269,12670.0,10,94,2986.1500000000005,0,1,2,1,121
270,12672.0,329,10,225.9,0,4,4,4,444
271,12673.0,5,42,610.52,0,1,3,3,133
272,12674.0,11,91,1919.3100000000002,0,1,2,1,121
273,12676.0,24,45,1331.3900000000006,0,2,2,2,222
274,12678.0,42,167,17588.260000000002,0,2,1,1,211
275,12679.0,52,56,1058.67,0,3,2,2,322
276,12680.0,0,52,862.81,0,1,2,2,122
277,12681.0,14,646,13677.59,0,1,1,1,111
278,12682.0,3,525,12288.219999999998,0,1,1,1,111
279,12683.0,4,362,8221.09,0,1,1,1,111
280,12684.0,7,105,2283.6299999999997,0,1,1,1,111
281,12685.0,28,157,2863.0800000000004,0,2,1,1,211
282,12686.0,371,7,89.14,0,4,4,4,444
283,12688.0,113,171,4873.810000000005,0,3,1,1,311
284,12689.0,25,72,1247.61,0,2,2,2,222
285,12690.0,205,16,389.00999999999993,0,4,4,3,443
286,12691.0,28,32,1035.8,0,2,3,2,232
287,12693.0,120,41,830.9599999999997,0,3,3,2,332
288,12694.0,70,37,869.6699999999998,0,3,3,2,332
289,12695.0,7,27,582.1,0,1,3,3,133
290,12697.0,21,43,939.02,0,2,2,2,222
291,12700.0,7,270,4867.990000000006,0,1,1,1,111
292,12701.0,79,53,797.7099999999999,0,3,2,2,322
293,12702.0,19,12,219.0,0,2,4,4,244
294,12703.0,64,22,274.69999999999993,0,3,3,4,334
295,12704.0,7,90,2220.84,0,1,2,1,121
296,12705.0,15,348,6814.240000000004,0,1,1,1,111
297,12707.0,291,33,603.42,0,4,3,3,433
298,12708.0,29,174,2616.320000000001,0,2,1,1,211
299,12709.0,3,257,9294.099999999993,0,1,1,1,111
300,12710.0,96,79,1130.5700000000006,0,3,2,2,322
301,12712.0,22,142,4241.629999999999,0,2,1,1,211
302,12713.0,0,38,848.5499999999998,0,1,3,2,132
303,12714.0,9,259,4708.859999999994,0,1,1,1,111
304,12715.0,106,21,353.85999999999996,0,3,3,3,333
305,12716.0,3,69,1053.4899999999996,0,1,2,2,122
306,12717.0,151,56,980.98,0,4,2,2,422
307,12718.0,71,19,238.25000000000003,0,3,3,4,334
308,12719.0,5,42,608.0999999999999,0,1,3,3,133
309,12720.0,2,359,5713.2800000000025,0,1,1,1,111
310,12721.0,31,164,2628.980000000001,0,2,1,1,211
311,12722.0,85,57,904.33,0,3,2,2,322
312,12723.0,3,69,725.0699999999998,0,1,2,2,122
313,12724.0,5,53,1031.4099999999999,0,1,2,2,122
314,12725.0,371,24,427.79999999999995,0,4,3,3,433
315,12726.0,28,124,2609.1000000000004,0,2,1,1,211
316,12727.0,10,141,3947.7000000000003,0,1,1,1,111
317,12728.0,71,46,836.3299999999999,0,3,2,2,322
318,12729.0,113,26,453.0100000000001,0,3,3,3,333
319,12731.0,23,277,18793.410000000007,0,2,1,1,211
320,12732.0,179,12,236.2600000000001,0,4,4,4,444
321,12733.0,234,22,383.95,0,4,3,3,433
322,12734.0,352,4,110.39999999999999,0,4,4,4,444
323,12735.0,315,43,779.5699999999998,0,4,2,2,422
324,12736.0,332,4,234.00000000000003,0,4,4,4,444
325,12738.0,372,11,155.35,0,4,4,4,444
326,12739.0,78,38,1013.0400000000001,0,3,3,2,332
327,12740.0,63,27,427.5999999999999,0,3,3,3,333
328,12743.0,134,134,546.4299999999997,0,3,1,3,313
329,12744.0,51,229,9120.39,0,3,1,1,311
330,12747.0,2,103,4196.010000000001,0,1,1,1,111
331,12748.0,0,4642,29072.100000000413,0,1,1,1,111
332,12749.0,3,231,3868.2000000000016,0,1,1,1,111
333,12750.0,128,15,275.88,0,3,4,4,344
334,12752.0,81,53,4366.779999999999,0,3,2,1,321
335,12753.0,3,230,21024.010000000002,0,1,1,1,111
336,12754.0,235,65,2949.12,0,4,2,1,421
337,12755.0,249,6,2203.1999999999994,0,4,4,1,441
338,12756.0,86,4,112.08000000000001,0,3,4,4,344
339,12757.0,15,377,4227.7000000000035,0,1,1,1,111
340,12758.0,116,97,2791.590000000001,0,3,2,1,321
341,12759.0,52,95,1531.4400000000007,0,3,2,2,322
342,12762.0,7,69,1898.5200000000004,0,1,2,1,121
343,12763.0,138,18,494.08,0,3,3,3,333
344,12764.0,316,45,1693.8800000000003,0,4,2,1,421
345,12766.0,3,310,6989.629999999999,0,1,1,1,111
346,12769.0,238,32,1143.6000000000001,0,4,3,2,432
347,12770.0,210,12,1351.4499999999998,0,4,4,2,442
348,12772.0,59,55,892.4700000000004,0,3,2,2,322
349,12775.0,17,67,1351.2400000000002,0,2,2,2,222
350,12778.0,19,51,804.2300000000001,0,2,2,2,222
351,12779.0,21,159,3868.700000000003,0,2,1,1,211
352,12781.0,21,30,707.72,0,2,3,2,232
353,12782.0,4,107,2273.3200000000015,0,1,1,1,111
354,12783.0,2,86,1603.8699999999997,0,1,2,2,122
355,12784.0,9,59,574.42,0,1,2,3,123
356,12785.0,2,15,305.71,0,1,4,3,143
357,12787.0,9,20,463.65999999999997,0,1,3,3,133
358,12789.0,65,4,91.85000000000001,0,3,4,4,344
359,12790.0,192,21,324.9200000000001,0,4,3,3,433
360,12791.0,373,2,192.60000000000002,0,4,4,4,444
361,12792.0,256,25,400.54,0,4,3,3,433
362,12793.0,334,24,545.48,0,4,3,3,433
363,12794.0,53,45,860.4099999999999,0,3,2,2,322
364,12795.0,18,14,430.4800000000001,0,2,4,3,243
365,12797.0,360,17,194.18,0,4,4,4,444
366,12798.0,10,8,6977.039999999999,0,1,4,1,141
367,12802.0,183,26,412.5799999999999,0,4,3,3,433
368,12808.0,36,28,483.65000000000015,0,2,3,3,233
369,12809.0,168,26,484.36,0,4,3,3,433
370,12811.0,260,31,514.85,0,4,3,3,433
371,12812.0,44,15,229.63999999999993,0,2,4,4,244
372,12814.0,101,2,125.92,0,3,4,4,344
373,12815.0,147,47,1063.46,0,4,2,2,422
374,12816.0,95,29,572.2,0,3,3,3,333
375,12817.0,281,4,166.04,0,4,4,4,444
376,12818.0,178,16,1517.8799999999999,0,4,4,2,442
377,12820.0,3,59,942.3399999999999,0,1,2,2,122
378,12821.0,214,6,92.72,0,4,4,4,444
379,12822.0,70,47,918.9799999999999,0,3,2,2,322
380,12823.0,74,5,1759.5,0,3,4,1,341
381,12824.0,59,25,397.11999999999995,0,3,3,3,333
382,12826.0,2,94,1468.1199999999997,0,1,2,2,122
383,12827.0,5,25,430.15,0,1,3,3,133
384,12828.0,2,56,1018.7100000000003,0,1,2,2,122
385,12829.0,322,12,253.05,0,4,4,4,444
386,12830.0,37,39,6748.4000000000015,0,2,3,1,231
387,12831.0,262,9,215.05,0,4,4,4,444
388,12832.0,32,27,383.03000000000003,0,2,3,3,233
389,12833.0,145,24,417.37999999999994,0,4,3,3,433
390,12834.0,282,18,312.38,0,4,3,3,433
391,12836.0,59,175,2612.8599999999988,0,3,1,1,311
392,12837.0,173,12,134.1,0,4,4,4,444
393,12838.0,33,123,683.1299999999994,0,2,1,2,212
394,12839.0,2,316,5583.620000000003,0,1,1,1,111
395,12840.0,143,116,2714.269999999999,0,3,1,1,311
396,12841.0,4,439,3876.399999999998,0,1,1,1,111
397,12842.0,70,34,1118.99,0,3,3,2,332
398,12843.0,65,108,1680.76,0,3,1,1,311
399,12844.0,29,52,325.9599999999999,0,2,2,3,223
400,12845.0,267,27,354.09000000000003,0,4,3,3,433
401,12847.0,22,91,871.5399999999998,0,2,2,2,222
402,12849.0,31,51,1050.8899999999999,0,2,2,2,222
403,12851.0,96,50,135.17999999999995,0,3,2,4,324
404,12852.0,290,20,299.75,0,4,3,3,433
405,12853.0,107,84,1881.6999999999998,0,3,2,1,321
406,12854.0,78,115,1289.1500000000003,0,3,1,2,312
407,12855.0,372,3,38.1,0,4,4,4,444
408,12856.0,7,317,2162.680000000001,0,1,1,1,111
409,12857.0,210,46,1106.4000000000003,0,4,2,2,422
410,12863.0,52,6,504.20000000000005,0,3,4,3,343
411,12864.0,138,3,147.12,0,3,4,4,344
412,12865.0,26,96,1548.0699999999993,0,2,2,2,222
413,12866.0,283,26,559.1199999999999,0,4,3,3,433
414,12867.0,26,551,3986.2199999999953,0,2,1,1,211
415,12868.0,185,107,1607.0600000000009,0,4,1,2,412
416,12870.0,366,2,-14.899999999999999,0,4,4,4,444
417,12871.0,84,11,380.64000000000004,0,3,4,3,343
418,12872.0,326,66,599.9699999999998,0,4,2,3,423
419,12873.0,282,4,374.0,0,4,4,3,443
420,12875.0,143,2,343.2300000000001,0,3,4,3,343
421,12876.0,57,85,2218.0200000000004,0,3,2,1,321
422,12877.0,3,154,1535.7700000000007,0,1,1,2,112
423,12878.0,18,49,841.6399999999999,0,2,2,2,222
424,12879.0,44,12,552.57,0,2,4,3,243
425,12881.0,275,7,298.0,0,4,4,3,443
426,12882.0,9,13,1463.0399999999995,0,1,4,2,142
427,12883.0,24,42,703.4700000000001,0,2,3,2,232
428,12884.0,88,7,309.05000000000007,0,3,4,3,343
429,12885.0,63,72,1158.2699999999995,0,3,2,2,322
430,12886.0,67,86,1351.0900000000001,0,3,2,2,322
431,12888.0,214,7,313.77,0,4,4,3,443
432,12890.0,24,82,380.46999999999997,0,2,2,3,223
433,12891.0,185,3,331.0,0,4,4,3,443
434,12893.0,30,34,188.14,0,2,3,4,234
435,12895.0,42,24,347.29999999999995,0,2,3,3,233
436,12897.0,204,4,216.5,0,4,4,4,444
437,12901.0,8,125,16293.099999999997,0,1,1,1,111
438,12902.0,264,10,138.68,0,4,4,4,444
439,12904.0,18,72,509.57999999999976,0,2,2,3,223
440,12906.0,11,63,2919.809999999999,0,1,2,1,121
441,12908.0,58,4,246.0,0,3,4,4,344
442,12909.0,39,96,2128.83,0,2,2,1,221
443,12910.0,23,75,3075.0400000000013,0,2,2,1,221
444,12912.0,2,24,1662.3,0,1,3,1,131
445,12913.0,4,50,2483.6299999999997,0,1,2,1,121
446,12915.0,148,22,363.65,0,4,3,3,433
447,12916.0,138,109,2982.350000000001,0,3,1,1,311
448,12917.0,128,2,594.0,0,3,4,3,343
449,12919.0,8,52,1301.4399999999998,0,1,2,2,122
450,12920.0,17,28,164.23000000000002,0,2,3,4,234
451,12921.0,3,741,16389.740000000016,0,1,1,1,111
452,12922.0,161,28,405.38,0,4,3,3,433
453,12923.0,64,29,176.97,0,3,3,4,334
454,12924.0,88,31,929.9500000000003,0,3,3,2,332
455,12925.0,4,45,694.0499999999998,0,1,2,2,122
456,12928.0,35,84,2062.6999999999994,0,2,2,1,221
457,12929.0,122,9,105.10000000000001,0,3,4,4,344
458,12930.0,78,27,409.90000000000003,0,3,3,3,333
459,12931.0,21,102,33462.810000000005,2,2,2,1,221
460,12933.0,24,107,606.2799999999999,0,2,1,3,213
461,12935.0,2,130,2156.4499999999994,0,1,1,1,111
462,12936.0,17,63,1012.9000000000003,0,2,2,2,222
463,12937.0,15,120,1504.2700000000004,0,1,1,2,112
464,12938.0,25,9,114.14,0,2,4,4,244
465,12939.0,64,47,11581.8,0,3,2,1,321
466,12940.0,46,103,876.29,0,2,1,2,212
467,12942.0,131,75,683.9000000000001,0,3,2,2,322
468,12943.0,301,1,-3.75,0,4,4,4,444
469,12944.0,35,30,604.51,0,2,3,3,233
470,12945.0,288,23,462.95000000000005,0,4,3,3,433
471,12947.0,143,103,1407.29,0,3,1,2,312
472,12948.0,16,118,2053.7,0,1,1,1,111
473,12949.0,30,219,4143.020000000001,0,2,1,1,211
474,12950.0,2,23,1843.0,0,1,3,1,131
475,12951.0,8,65,1042.0700000000002,0,1,2,2,122
476,12952.0,5,80,1382.8400000000004,0,1,2,2,122
477,12953.0,9,17,329.84999999999997,0,1,4,3,143
478,12955.0,1,183,4734.259999999999,0,1,1,1,111
479,12956.0,306,19,108.07,0,4,3,4,434
480,12957.0,4,244,3979.0400000000022,0,1,1,1,111
481,12962.0,7,16,266.39000000000004,0,1,4,4,144
482,12963.0,8,96,1841.0299999999995,0,1,2,1,121
483,12965.0,89,109,771.9099999999996,0,3,1,2,312
484,12966.0,9,10,160.18,0,1,4,4,144
485,12967.0,3,33,1194.7500000000002,0,1,3,2,132
486,12968.0,112,5,135.95,0,3,4,4,344
487,12970.0,7,151,452.23999999999995,0,1,1,3,113
488,12971.0,3,308,10930.259999999998,0,1,1,1,111
489,12974.0,197,8,144.8,0,4,4,4,444
490,12976.0,211,22,738.6,0,4,3,2,432
491,12977.0,156,9,39.24,0,4,4,4,444
492,12980.0,155,24,7092.06,0,4,3,1,431
493,12981.0,29,20,372.21999999999997,0,2,3,3,233
494,12982.0,239,34,377.2,0,4,3,3,433
495,12984.0,18,4,97.5,0,2,4,4,244
